Date; Time; Milisec; Msg ID; Byte1; Byte2; Byte3; Byte4; Byte5; Byte6; Byte7; Byte8;; Byte1; Byte2; Byte3; Byte4; Byte5; Byte6; Byte7; Byte8
2025.12.02; 16:46:53; 368; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 400; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:46:53; 400; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 412; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 442; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:46:53; 456; 0CE07374; 50; 08; 32; 04; 4B; FF; FF; FC; ; 080; 008; 050; 004; 075; 255; 255; 252; 
2025.12.02; 16:46:53; 489; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:46:53; 505; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 537; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:46:53; 554; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:46:53; 585; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:46:53; 605; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 605; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 605; 18E2FF73; 01; 58; 18; 01; 8C; 00; 82; 01; ; 001; 088; 024; 001; 140; 000; 130; 001; 
2025.12.02; 16:46:53; 605; 18E2FF73; 02; 33; 00; 08; 00; 4B; 00; 00; ; 002; 051; 000; 008; 000; 075; 000; 000; 
2025.12.02; 16:46:53; 645; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 645; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 692; 18E2FF70; 08; 3A; 16; 00; 60; 0F; 6C; 0F; ; 008; 058; 022; 000; 096; 015; 108; 015; 
2025.12.02; 16:46:53; 692; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 740; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:46:53; 755; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:46:53; 772; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:46:53; 772; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 772; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 788; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:46:53; 804; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 851; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:46:53; 942; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 960; 18FEE674; 70; 3A; 16; 00; 60; 0F; 00; 7D; ; 112; 058; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:46:53; 991; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:53; 991; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 004; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:46:54; 056; 18E5FF74; 01; 00; 04; 00; 00; 00; 57; 02; ; 001; 000; 004; 000; 000; 000; 087; 002; 
2025.12.02; 16:46:54; 101; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 101; 18E5FF74; 02; 45; 01; 00; 61; 61; C4; 01; ; 002; 069; 001; 000; 097; 097; 196; 001; 
2025.12.02; 16:46:54; 144; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:46:54; 144; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 192; 18E5FF74; 04; 10; 10; FF; 4B; 17; FF; 08; ; 004; 016; 016; 255; 075; 023; 255; 008; 
2025.12.02; 16:46:54; 193; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:46:54; 193; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 238; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:46:54; 295; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:46:54; 295; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:46:54; 295; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 317; 18E5FF74; 07; FF; 3D; 4B; 3F; 00; 08; FF; ; 007; 255; 061; 075; 063; 000; 008; 255; 
2025.12.02; 16:46:54; 352; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:46:54; 362; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 393; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:46:54; 393; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 413; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 446; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:46:54; 460; 0CE07374; 50; 08; 32; 04; 4B; FF; FF; FC; ; 080; 008; 050; 004; 075; 255; 255; 252; 
2025.12.02; 16:46:54; 490; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 490; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 536; 18E2FF70; 08; 3A; 16; 00; 60; 0F; 70; 0F; ; 008; 058; 022; 000; 096; 015; 112; 015; 
2025.12.02; 16:46:54; 556; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:46:54; 598; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:46:54; 598; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 598; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 598; 18E2FF73; 01; 58; 18; 01; 8C; 00; 82; 01; ; 001; 088; 024; 001; 140; 000; 130; 001; 
2025.12.02; 16:46:54; 598; 18E2FF73; 02; 33; 00; 08; 00; 4B; 00; 00; ; 002; 051; 000; 008; 000; 075; 000; 000; 
2025.12.02; 16:46:54; 644; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 644; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:46:54; 696; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:46:54; 754; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:46:54; 769; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:46:54; 769; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 769; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 786; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 806; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 898; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 958; 18FEE674; 74; 3A; 16; 00; 60; 0F; 00; 7D; ; 116; 058; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:46:54; 995; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:46:54; 995; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:54; 995; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 010; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:46:55; 038; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:46:55; 052; 18E5FF74; 01; 00; 04; 00; 00; 00; 54; 02; ; 001; 000; 004; 000; 000; 000; 084; 002; 
2025.12.02; 16:46:55; 104; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:46:55; 104; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 104; 18E5FF74; 02; 45; 01; 00; 61; 61; C4; 01; ; 002; 069; 001; 000; 097; 097; 196; 001; 
2025.12.02; 16:46:55; 134; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:46:55; 143; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 193; 18E5FF74; 04; 10; 10; FF; 4B; 17; FF; 08; ; 004; 016; 016; 255; 075; 023; 255; 008; 
2025.12.02; 16:46:55; 194; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:46:55; 194; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 237; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:46:55; 271; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:46:55; 293; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:46:55; 293; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 319; 18E5FF74; 07; FF; 3D; 4B; 3F; 00; 08; FF; ; 007; 255; 061; 075; 063; 000; 008; 255; 
2025.12.02; 16:46:55; 353; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 364; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 394; 18E2FF70; 08; 3A; 16; 00; 60; 0F; 74; 0F; ; 008; 058; 022; 000; 096; 015; 116; 015; 
2025.12.02; 16:46:55; 394; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 412; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 441; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:46:55; 459; 0CE07374; 50; 08; 32; 04; 4B; FF; FF; FC; ; 080; 008; 050; 004; 075; 255; 255; 252; 
2025.12.02; 16:46:55; 491; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:46:55; 539; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:46:55; 555; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:46:55; 600; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 600; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 600; 18E2FF73; 01; 58; 18; 01; 8C; 00; 82; 01; ; 001; 088; 024; 001; 140; 000; 130; 001; 
2025.12.02; 16:46:55; 600; 18E2FF73; 02; 33; 00; 07; 00; 4B; 00; 00; ; 002; 051; 000; 007; 000; 075; 000; 000; 
2025.12.02; 16:46:55; 632; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 647; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 691; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 755; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:46:55; 755; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:46:55; 772; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 772; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 808; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 835; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:46:55; 884; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:46:55; 896; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 943; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:46:55; 959; 18FEE674; 78; 3A; 16; 00; 60; 0F; 00; 7D; ; 120; 058; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:46:55; 994; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:46:55; 994; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:55; 994; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 003; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:46:56; 037; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:46:56; 057; 18E5FF74; 01; 00; 04; 00; 00; 00; 59; 02; ; 001; 000; 004; 000; 000; 000; 089; 002; 
2025.12.02; 16:46:56; 101; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:46:56; 101; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 101; 18E5FF74; 02; 45; 01; 00; 61; 61; C3; 01; ; 002; 069; 001; 000; 097; 097; 195; 001; 
2025.12.02; 16:46:56; 147; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:46:56; 147; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 183; 18E5FF74; 04; 10; 10; FF; 4B; 17; FF; 08; ; 004; 016; 016; 255; 075; 023; 255; 008; 
2025.12.02; 16:46:56; 194; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 194; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 244; 18E2FF70; 08; 3A; 16; 00; 60; 0F; 78; 0F; ; 008; 058; 022; 000; 096; 015; 120; 015; 
2025.12.02; 16:46:56; 288; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:46:56; 288; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:46:56; 317; 18E5FF74; 07; FF; 3D; 50; 3F; 00; 07; FF; ; 007; 255; 061; 080; 063; 000; 007; 255; 
2025.12.02; 16:46:56; 355; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:46:56; 363; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 384; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:46:56; 393; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 414; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 458; 0CE07374; 50; 08; 32; 04; 50; FF; FF; FC; ; 080; 008; 050; 004; 080; 255; 255; 252; 
2025.12.02; 16:46:56; 491; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 491; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 551; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:46:56; 604; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 604; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 604; 18E2FF73; 01; 58; 18; 01; 8C; 00; 82; 01; ; 001; 088; 024; 001; 140; 000; 130; 001; 
2025.12.02; 16:46:56; 604; 18E2FF73; 02; 33; 00; 07; 00; 50; 00; 00; ; 002; 051; 000; 007; 000; 080; 000; 000; 
2025.12.02; 16:46:56; 631; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 692; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:46:56; 692; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 738; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:46:56; 757; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:46:56; 757; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:46:56; 771; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 772; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 792; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:46:56; 792; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 851; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:46:56; 886; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:46:56; 896; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 943; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:46:56; 957; 18FEE674; 7C; 3A; 16; 00; 60; 0F; 00; 7D; ; 124; 058; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:46:56; 994; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:46:56; 994; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:56; 994; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:57; 005; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:46:57; 036; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:57; 051; 18E5FF74; 01; 00; 04; 00; 00; 00; 5A; 02; ; 001; 000; 004; 000; 000; 000; 090; 002; 
2025.12.02; 16:46:57; 084; 18E2FF70; 08; 3A; 16; 00; 60; 0F; 7C; 0F; ; 008; 058; 022; 000; 096; 015; 124; 015; 
2025.12.02; 16:46:57; 103; 18E5FF74; 02; 46; 01; 00; 61; 61; C4; 01; ; 002; 070; 001; 000; 097; 097; 196; 001; 
2025.12.02; 16:46:57; 137; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:46:57; 137; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:57; 192; 18E5FF74; 04; 10; 10; FF; 50; 17; FF; 08; ; 004; 016; 016; 255; 080; 023; 255; 008; 
2025.12.02; 16:46:57; 192; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:46:57; 193; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:46:57; 241; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:46:57; 273; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
